jobId,jobTitle,careerCluster,seniorityLevel,description,requiredSkills,skillCount,certifications,topRelatedRoles
job-201-machine-learning-architect,Machine learning Architect,AI & Machine Learning,Senior,"Designs machine learning systems architecture. Responsible for selecting appropriate frameworks, designing workflows, and ensuring scalability of ML models.",Machine Learning; Deep Learning; Cloud Computing; Data Science; System Design; AWS; Azure; Scalability; Security; Model Deployment; Machine Learning Algorithms; System Architecture; Data Modeling,13,Google Cloud Professional Machine Learning Engineer; AWS Certified Machine Learning – Specialty; AWS Certified Machine Learning - Specialty; Google Professional Data Engineer,Artificial intelligence Architect; Principle Engineer in Machine Learning; Principle Engineer in Artificial Intelligence; Machine Learning Engineer; Artificial Intelligence / Machine Learning Leader
job-202-machine-learning-engineer,Machine Learning Engineer,AI & Machine Learning,Mid Level,Builds machine learning models by implementing algorithms/data processing techniques while focusing on model evaluation/deployment.,Python; Machine Learning; TensorFlow; Keras; PyTorch; Data Analysis; Deep Learning; Natural Language Processing; Computer Vision; Data Science; Algorithms; Machine Learning Algorithms; Model Deployment,13,Microsoft Certified: Azure Data Scientist Associate; TensorFlow Developer Certificate; Microsoft Certified: Azure AI Engineer Associate,Principle Engineer in Machine Learning; Artificial Intelligence Researcher; Principle Engineer in Artificial Intelligence; Machine learning Architect; Artificial intelligence Architect
job-203-machine-learning-engineer-for-cybersecurity,Machine Learning Engineer for Cybersecurity,Cybersecurity,Mid Level,"Develops machine learning models for cybersecurity applications, such as threat detection and fraud prevention.",Machine Learning Algorithms; Cybersecurity; Data Analysis; Threat Detection,4,AWS Certified Machine Learning - Specialty; Certified AI Security Specialist (CAISS),Splunk Enterprise Security Engineer; IT Manager
job-204-mainframe-developer,Mainframe Developer,Backend & Software Development,Mid Level,Develops and maintains applications on mainframe systems.,Mainframe Systems; COBOL; JCL; VSAM,4,Red Hat Certified System Administrator (RHCSA); Linux Professional Institute Certification (LPIC-1),
job-205-manager-hardware,Manager Hardware,General IT & Software,Lead / Manager,"Manages hardware resources, leading teams and overseeing hardware operations.",Hardware Management; Team Leadership; Budgeting; Inventory Management,4,CompTIA Server+; Cisco Certified Network Professional (CCNP),Computer and Information Research Manager; Sharepoint Manager; Manager Unix; Manager Php; Manager .NET
job-206-manager-linux,Manager Linux,Networking & Systems Administration,Lead / Manager,"Manages Linux systems and teams, ensuring efficient operations and troubleshooting issues.",Linux Administration; Team Leadership; Project Management; Troubleshooting,4,Red Hat Certified Engineer (RHCE); Linux Professional Institute Certification (LPIC-2),Systems Administrator; Network Analyst; Linux Administrator; IT Systems Administrator; Computer Network Specialist
job-207-manager-net,Manager .NET,General IT & Software,Lead / Manager,"Manages .NET development teams and projects, ensuring efficient development practices.",NET Development; Team Leadership; Project Management; NET Framework,4,Microsoft Certified: Azure Developer Associate; Microsoft Certified: Azure Solutions Architect Expert,Sharepoint Manager; Manager Unix; Manager Php; Computer and Information Research Manager; Technical Lead
job-208-manager-php,Manager Php,General IT & Software,Lead / Manager,"Manages PHP development teams and projects, ensuring efficient development practices.",PHP Development; Team Leadership; Project Management; Web Development,4,Zend Certified PHP Engineer; Laravel Certification,Sharepoint Manager; Manager Unix; Manager .NET; Computer and Information Research Manager; Technical Lead
job-209-manager-unix,Manager Unix,General IT & Software,Lead / Manager,"Manages UNIX systems and teams, ensuring efficient operations and troubleshooting issues.",UNIX Administration; Team Leadership; Project Management; Troubleshooting,4,Red Hat Certified Engineer (RHCE); Linux Professional Institute Certification (LPIC-2),Sharepoint Manager; Manager Php; Manager .NET; Computer and Information Research Manager; Technical Lead
job-210-maven-engineer,MAVEN Engineer,Cloud & DevOps Engineering,Mid Level,Manages build processes using Maven for Java applications. Responsibilities include configuring pom.xml files and optimizing build performance.,Maven; Java; Build Automation; Dependency Management; CI/CD; Version Control; Git; Software Configuration Management,8,Maven Certification; Java Developer Certification; No direct certification; recommended: Apache Maven Fundamentals; Oracle Certified Professional - Java,Gradle Engineer; TeamCity Engineer; Build Engineer; Bamboo Engineer; Senior Build Engineer
job-211-micro-services-api-lead-designer,Micro services / API Lead Designer,Cloud & DevOps Engineering,Lead / Manager,"Responsible for architecting, designing, and leading the development of scalable, secure, and efficient microservices-based applications. Collaborate closely with engineering, DevOps, and product teams to define API strategies, ensure seamless integration, and optimize system performance.",Microservices; API Design; REST APIs; SOA; Cloud Computing; Java; Python; Security,8,AWS Certified Solutions Architect/Google Professional Cloud Architect; Microsoft Certified-Azure Solutions Architect Expert/API Design & Management certifications,Infrastructure Architect; SonarQube Engineer; New Relic Engineer; Istio Engineer; AppDynamics Engineer
job-212-microsoft-dynamics-developer,Microsoft Dynamics Developer,Backend & Software Development,Mid Level,Develops and customizes Microsoft Dynamics CRM solutions.,Microsoft Dynamics; CRM; NET; Development,4,IBM Certified System Administrator - z/OS; IBM Mainframe Application Developer Certification,Sharepoint Developer; .NET Developer; C# Developer
job-213-mobile-app-developer,Mobile App Developer,Mobile Development,Mid Level,Develops mobile applications for platforms like Android and iOS. Responsibilities include designing user interfaces and integrating backend services.,Android SDK; Java; Kotlin; iOS; Swift; Objective-C; React Native; Flutter; Mobile Development; UI/UX Design; Mobile App Development; iOS/Android SDKs; Programming Languages,13,Google Associate Android Developer; Apple Certified iOS Developer,Mobile Application Developer; Android Developer; Mobile Developer; IOS Developer; Junior IOS Developer
job-214-mobile-application-developer,Mobile Application Developer,Mobile Development,Mid Level,Creates mobile applications using frameworks like React Native or Flutter. Focuses on delivering high-quality user experiences across devices.,Android SDK; Java; Kotlin; iOS; Swift; Objective-C; React Native; Flutter; Mobile Development; UI/UX Design,10,Google Associate Android Developer; Apple Certified iOS Developer,Mobile App Developer; Android Developer; IOS Developer; Junior IOS Developer; Mobile Developer
job-215-mobile-developer,Mobile Developer,Mobile Development,Mid Level,Develops mobile applications for iOS and Android platforms.,Mobile App Development; iOS/Android SDKs; UI/UX Design; Programming Languages,4,Google Associate Android Developer; Apple Certified iOS Developer,Mobile App Developer; IOS Developer; Android Developer; Mobile Application Developer
job-216-mobile-security-specialist,Mobile Security Specialist,Cybersecurity,Mid Level,"Ensures the security of mobile devices and applications, conducting assessments and implementing security measures.",Mobile Security; Penetration Testing; Security Protocols; Risk Management,4,Microsoft Certified: Dynamics 365 Developer Associate,Security Engineer; IT Security Specialist; Cybersecurity Engineer; Security Specialist; Information Security Analyst
job-217-motion-graphics-artist,Motion Graphics Artist,"Game, VFX & Creative Production",Mid Level,Creates motion graphics and visual effects for various media.,Motion Graphics; Animation Software; Visual Effects; Graphic Design,4,Adobe Certified Professional (ACP) in Motion Graphics; Cinema 4D Certification,Computer Graphics Animator; Animator; Visual Effects Animator; VFX Artist; Technical Animator
job-218-mulesoft-developer,Mulesoft Developer,Backend & Software Development,Mid Level,Designs and develops integration solutions using MuleSoft Anypoint Platform. Responsible for creating APIs and managing data flows between systems.,MuleSoft; Anypoint Platform; API Development; Integration; Java; REST APIs; SOA; MuleSoft Anypoint Platform; API Integration; Integration Patterns,10,MuleSoft Certified Developer; MuleSoft Certified Architect; MuleSoft Certified Developer - Level 1,Java Developer; Full Stack JAVA Developer/Programmer/Engineer; Java Architect; Back End Developer; Sharepoint Developer
job-219-multimedia-architect,Multimedia Architect,General IT & Software,Senior,Designs and produces multimedia content for various platforms.,Multimedia Design; Video Production; Audio Production; Graphic Design,4,Adobe Certified Expert (ACE); Unity Certified 3D Artist,
job-220-nagios-engineer,Nagios Engineer,Cloud & DevOps Engineering,Mid Level,Implements Nagios monitoring solutions to track system performance and availability. Responsible for configuring alerts and managing monitoring plugins.,Nagios; Monitoring; Linux; Scripting; Alerting; System Administration; Networking; System Monitoring,8,Nagios Core Administration Certification; Linux Administration Certifications; Nagios Certified Administrator,Operations Engineer; OpenStack Engineer; Splunk Engineer; Cloud administrator; Grafana Engineer
job-221-natural-language-processing-engineer,Natural Language Processing Engineer,AI & Machine Learning,Mid Level,"Develops NLP models for various applications, such as chatbots and text analysis tools.",NLP Algorithms; Python; Machine Learning; Text Analysis,4,Certified Mobile Device Security Professional (CMDSP); GIAC Mobile Device Security Analyst (GMOB),Principle Engineer in Machine Learning; Artificial Intelligence Researcher; Artificial Intelligence Engineer; AI Researcher; Principle Engineer in Artificial Intelligence
job-222-network-analyst,Network Analyst,Networking & Systems Administration,Mid Level,"Monitors network performance, troubleshoots issues, and provides performance reports.",Network Monitoring; Troubleshooting; Performance Analysis; Reporting,4,Cisco Certified Network Associate (CCNA); CompTIA Network+,Manager Linux; Linux Administrator; IT Systems Administrator; Computer Network Specialist; Systems Administrator
job-223-network-and-systems-administrator,Network and Systems Administrator,Networking & Systems Administration,Mid Level,"Manages network infrastructure and systems to ensure operational efficiency. Responsibilities include troubleshooting, maintenance, and user support.",Networking; Linux; Windows Server; Troubleshooting; Scripting; Automation; System Administration; Linux/Windows Servers,8,CompTIA Network+; Cisco CCNA; Cisco Certified Network Associate (CCNA),IT Systems Administrator; Entry Level Network Engineer; Linux Administrator; Computer Network Specialist; Systems Administrator
job-224-network-architect,Network Architect,Networking & Systems Administration,Senior,Designs and plans computer networks.,Network Design; Network Protocols; Security; System Architecture,4,TensorFlow Developer Certificate; DeepLearning.AI NLP Specialization,Computer Network Architect; Network Infrastructure Specialist; Computer Network Specialist; Network Engineer
job-225-network-engineer,Network Engineer,Networking & Systems Administration,Mid Level,"Designs, implements, and manages network solutions to ensure reliable connectivity. Responsibilities include configuring routers/switches and monitoring network performance.",TCP/IP; LAN/WAN; Routing; Switching; Firewalls; VPN; Cisco; Security; Networking Protocols; Cisco/Juniper Devices; Network Security; Troubleshooting,12,Cisco CCNA; CompTIA Network+; Cisco Certified Network Professional (CCNP); Juniper Networks Certified Associate (JNCIA),Computer Network Architect; Entry Level Network Engineer; Computer Network Specialist; Network Architect; Network Analyst
job-226-network-infrastructure-specialist,Network Infrastructure Specialist,Networking & Systems Administration,Mid Level,"Installs, configures, and maintains network infrastructure, including cabling and hardware.",Networking Hardware; Cabling; Network Design; Implementation,4,Cisco Certified Design Associate (CCDA); Palo Alto Networks Certified Network Security Administrator,Network Architect; Computer Network Architect
job-227-network-operations-engineer,Network Operations Engineer,Cloud & DevOps Engineering,Mid Level,"Manages day-to-day network operations, resolving issues and ensuring network availability.",Network Operations; Troubleshooting; Monitoring; Incident Response,4,Cisco Certified Network Professional (CCNP); Juniper Networks Certified Associate (JNCIA),Operations Engineer; Datadog Engineer; Prometheus Engineer; New Relic Engineer; Nagios Engineer
job-228-network-reliability-engineer,Network Reliability Engineer,Networking & Systems Administration,Mid Level,"Ensures the reliability and performance of network infrastructure, implementing automation and monitoring solutions.",Network Reliability; Automation; Monitoring; Incident Response,4,Cisco Certified Internetwork Expert (CCIE); AWS Certified Advanced Networking - Specialty,Network and Systems Administrator
job-229-network-security-engineer,Network Security Engineer,Cybersecurity,Mid Level,"Implements and manages network security measures, protecting networks from threats.",Networking Protocols; Security Protocols; Firewall Management; Intrusion Detection,4,Cisco Certified CyberOps Associate; Palo Alto Networks Certified Network Security Engineer,Security Engineer; Mobile Security Specialist; IT Security Specialist; Infosec Analyst/Cybersecurity Analyst; Identity and Access Management Specialist
job-230-new-grad-software-engineer,New Grad Software Engineer,Software Development (General),Entry Level,Entry-level position focused on software development tasks while gaining practical experience in coding/debugging under supervision.,JavaScript; Java; Python; Git; SQL; HTML; CSS; Data Structures; Algorithms,9,CompTIA IT Fundamentals+; Coding Bootcamp Certificates,Junior Software Engineer; Junior Software Developer; Junior Developer; Jr Developer; Entry Level Software Engineer
job-231-new-relic-engineer,New Relic Engineer,Cloud & DevOps Engineering,Mid Level,"Utilizes New Relic for application performance monitoring. Responsibilities include configuring dashboards, analyzing metrics, and optimizing application performance.",New Relic; Application Performance Monitoring; Troubleshooting; Java; NET; Cloud Computing; Metrics; Alerting,8,New Relic Monitoring and Observability Certifications; AWS Certified DevOps Engineer – Professional; New Relic Performance Monitoring Certification,AppDynamics Engineer; Datadog Engineer; Prometheus Engineer; Grafana Engineer; SonarQube Engineer
job-232-nexus-engineer,Nexus Engineer,Cloud & DevOps Engineering,Mid Level,Manages Nexus repository for artifact management in CI/CD pipelines. Responsible for configuring repositories and ensuring efficient artifact storage.,Nexus; Artifact Repository; Maven; Gradle; Docker; CI/CD; Build Automation; Nexus Repository Manager; Artifact Management; DevOps Practices,10,Nexus Repository Manager Certification; DevOps Institute Certifications; No direct certification; recommended: Sonatype Nexus Administration Training,Artifactory Engineer; Artifactory Administrator; Jenkins Engineer; Build Engineer; MAVEN Engineer
job-233-nomad-engineer,Nomad Engineer,Cloud & DevOps Engineering,Mid Level,Implements Nomad for workload orchestration across distributed systems. Responsibilities include managing job definitions and ensuring service availability.,Nomad; Container Orchestration; Docker; Linux; Cloud Computing; Automation; Networking; HashiCorp Tools; Infrastructure Automation,9,HashiCorp Certified: Nomad Associate; Cloud Native Computing Foundation Certifications,Kubernetes Engineer; kubernetes Administrator; Docker Engineer; Consul Engineer; OpenStack Engineer
job-234-notary-engineer,Notary Engineer,Cloud & DevOps Engineering,Mid Level,Utilizes Notary for secure signing of container images. Responsible for implementing trust management within containerized environments.,Notary; Security; Docker; Container Security; Cryptography; Trust Management,6,Notary Security Certifications; Docker Security Certifications; No direct certification; recommended: Certified Kubernetes Security Specialist (CKS),Istio Engineer; Senior Cloud Architect; Falco Engineer; OpenShift Engineer; Kubernetes Engineer
job-235-octopus-deploy-engineer,Octopus Deploy Engineer,Cloud & DevOps Engineering,Mid Level,Manages deployment processes using Octopus Deploy. Responsibilities include configuring deployment projects and automating release workflows.,Octopus Deploy; Deployment Automation; CI/CD; NET; PowerShell; Scripting; Cloud Computing,7,Octopus Deploy Certification; CI/CD Certifications; No direct certification; recommended: Certified Jenkins Engineer (CJE); CI/CD Pipelines Specialist,XL Deploy Engineer; Cloud automation engineer; SonarQube Engineer; DevOps Engineer; OpenStack Engineer
job-236-openshift-engineer,OpenShift Engineer,Cloud & DevOps Engineering,Mid Level,"Administers OpenShift container platform for deploying applications. Responsibilities include managing clusters, scaling applications, and ensuring uptime.",OpenShift; Kubernetes; Docker; Linux; Cloud Computing; CI/CD; Automation; Security; Containerization; DevOps Practices,10,Red Hat OpenShift Administration Certification; Kubernetes Administrator Certification; Red Hat Certified Specialist in OpenShift Administration,Kubernetes Engineer; kubernetes Administrator; Docker Engineer; DevOps Architect; Jenkins Engineer
job-237-openstack-engineer,OpenStack Engineer,Cloud & DevOps Engineering,Mid Level,Implements OpenStack solutions for cloud infrastructure management. Responsible for deploying services and managing virtualized resources.,OpenStack; Cloud Computing; Virtualization; Networking; Linux; Automation; Scripting; System Administration,8,OpenStack Administrator Certification; Cloud Infrastructure Certifications; Certified OpenStack Administrator (COA),Cloud administrator; Operations Engineer; Cloud engineer; Senior Ansible Development Engineer; Ansible Automation Engineer
job-238-operations-engineer,Operations Engineer,Cloud & DevOps Engineering,Mid Level,"Oversees IT operations to ensure system reliability. Responsibilities include monitoring system performance, troubleshooting issues, and implementing improvements.",Linux; Windows Server; Networking; Troubleshooting; Scripting; Automation; Cloud Computing; Monitoring; System Administration; Linux/Windows Servers,10,ITIL Foundation Certification; CompTIA IT Fundamentals+; ITIL 4 Foundation; AWS Certified SysOps Administrator,OpenStack Engineer; Nagios Engineer; Cloud administrator; Cloud engineer; Senior Ansible Development Engineer
job-239-oracle-developer,Oracle Developer,Data & Database Engineering,Mid Level,"Develops applications using Oracle technologies including PL/SQL. Responsibilities include database design, coding, testing, and optimization.",Oracle; SQL; PL/SQL; Database Design; Performance Tuning; ETL; Oracle Database; Database Development,8,Oracle Certified Professional; Java SE Programmer; Oracle Database SQL Certified Associate; Oracle Certified Professional (OCP) - Java SE,Oracle SQL Developer; Database Developer; Database Architect; Database Administrator; SQL Developer
job-240-oracle-sql-developer,Oracle SQL Developer,Data & Database Engineering,Mid Level,"Utilizes Oracle SQL Developer to manage database development tasks including writing queries, creating reports, and optimizing database performance.",Oracle SQL Developer; SQL; PL/SQL; Database Development; Performance Tuning; ETL; Oracle SQL; Data Modeling; Database Design,9,Oracle SQL Certified Associate; Oracle Database SQL Expert; Oracle Database SQL Certified Associate,Oracle Developer; Database Developer; Database Architect; SQL Developer; Data Architect
job-241-packer-engineer,Packer Engineer,Cloud & DevOps Engineering,Mid Level,Uses Packer to automate the creation of machine images across platforms. Responsible for maintaining image templates and ensuring consistency in deployments.,Packer; Infrastructure as Code; Cloud Computing; Automation; AWS; Azure; Google Cloud,7,HashiCorp Certified: Packer Associate; Infrastructure as Code Certifications,Puppet Operations Engineer; Puppet Engineer; Cloud engineer; Chef Operations Engineer; Senior Ansible Development Engineer
job-242-penetration-tester,Penetration Tester,Cybersecurity,Mid Level,Conducts penetration tests to identify security vulnerabilities in systems and applications.,Penetration Testing; Security Audits; Ethical Hacking; Vulnerability Assessment,4,Cisco Certified Internetwork Expert (CCIE); AWS Certified Advanced Networking - Specialty,Mobile Security Specialist; Security Specialist; Information Security Analyst; Application Security Engineer
job-243-php-developer,PHP Developer,Backend & Software Development,Mid Level,"Develops web applications using PHP programming language. Responsibilities include coding, debugging, and collaborating with front-end developers on integrations.",PHP; MySQL; Laravel; JavaScript; CSS; HTML; RESTful APIs; Symfony; Git; Web Development; Frameworks (Laravel; Symfony),12,Zend Certified PHP Engineer; PHP Framework Certifications; AWS Certified Developer - Associate,Ruby on Rails Developer; WordPress Developer; Full Stack Python Developer/Programmer/Engineer; Full Stack JAVA Developer/Programmer/Engineer; Full Stack Developer
job-244-platform-engineer,Platform Engineer,Site Reliability & Platform Engineering,Mid Level,"Develops and maintains platform infrastructure, enabling efficient software development and deployment.",Platform Engineering; Cloud Computing; Automation; DevOps Practices,4,Terraform Associate Certification; Kubernetes Certified Application Developer (CKAD),Kubernetes Operations Engineer; Site Reliability Engineer (Kubernetes – Docker); SITE RELIABILITY ENGINEER (KUBERNETES Â€ï¿½ DOCKER); SRE Architect; SRE Engineer
job-245-portfolio-manager,Portfolio Manager,Product & Project Management,Lead / Manager,"Manages investment portfolios, assessing risk and making investment decisions.",Portfolio Management; Investment Management; Risk Management; Financial Analysis,4,PMI Portfolio Management Professional (PfMP); MoP (Management of Portfolios) Certification,
job-246-power-bi-analyst,Power BI Analyst,Data Science & Analytics,Mid Level,Analyzes data using Power BI to provide insights and support business decision-making.,Power BI; Data Analysis; SQL; Business Intelligence,4,Microsoft Certified: Data Analyst Associate,Business Intelligence Analyst; Data Analyst; Principle Engineer in Data Analysis; Power BI Developer; Intelligence Specialist
job-247-power-bi-developer,Power BI Developer,Data Science & Analytics,Mid Level,Develops interactive dashboards and reports using Power BI.,Power BI; Data Modeling; DAX; Data Visualization,4,Microsoft Certified: Power BI Data Analyst Associate,Data Analysts; Data Analyst; Principle Engineer in Data Analysis; Power BI Analyst; Data Science Specialist
job-248-powershell-engineer,Powershell Engineer,Software Development (General),Mid Level,Utilizes PowerShell scripting to automate administrative tasks in Windows environments. Responsible for writing scripts to manage system configurations.,PowerShell; Scripting; Automation; Windows Server; Cloud Computing; Active Directory; Windows Server Administration,7,Microsoft Certified: Azure Administrator Associate; Windows PowerShell Training; Microsoft Certified: Power Platform Developer Associate,Systems Engineer; Git Engineer; IT Engineer; UDeploy Engineer; Software Engineer
job-249-principle-engineer-in-artificial-intelligence,Principle Engineer in Artificial Intelligence,AI & Machine Learning,Mid Level,"Leads AI initiatives within an organization. Responsibilities include strategic planning, mentoring teams, and driving innovation in AI technologies.",AI Strategy; Machine Learning; Deep Learning; Data Science; Python; TensorFlow; Cloud Computing; System Design; Mentoring; Innovation; AI/ML Architecture; Leadership; Strategic Planning,13,AI-900: Microsoft Azure AI Fundamentals; Certified Artificial Intelligence Practitioner (CAIP); TensorFlow Developer Certificate; AWS Certified Machine Learning - Specialty; Google Professional Data Engineer,Principle Engineer in Machine Learning; Artificial Intelligence / Machine Learning Sr.Leader; Artificial Intelligence / Machine Learning Leader; Machine Learning Engineer; Machine learning Architect
job-250-principle-engineer-in-big-data,Principle Engineer in Big Data,Big Data Engineering,Mid Level,Senior role responsible for big data strategy implementation. Oversees architecture design decisions and ensures compliance with best practices.,Big Data Architecture; Hadoop; Spark; Kafka; Data Warehousing; Cloud Computing; Data Governance; Mentoring; Innovation,9,Cloudera Certified Professional (CCP); Google Cloud Professional Data Engineer; Google Professional Data Engineer; AWS Certified Big Data - Specialty,Big Data Architect; Admin Big Data; Big Data Engineer; Big Data Specialist
job-251-principle-engineer-in-data-analysis,Principle Engineer in Data Analysis,Data Science & Analytics,Mid Level,Leads data analysis projects to derive insights from complex datasets. Requires strong analytical skills and experience with statistical methods.,Data Analysis; Statistics; SQL; Python; Data Visualization; Data Modeling; Mentoring; Innovation; Statistical Modeling; Leadership,10,Certified Analytics Professional (CAP); Microsoft Certified: Data Analyst Associate; Microsoft Certified: Azure Data Scientist Associate; Google Data Analytics Professional Certificate,Data Analyst; Data Analysts; Data Science Specialist; Business Intelligence Analyst; Data Scientist
job-252-principle-engineer-in-machine-learning,Principle Engineer in Machine Learning,AI & Machine Learning,Mid Level,Senior role overseeing machine learning projects. Responsible for guiding teams on best practices in model development and deployment.,Machine Learning; Deep Learning; Python; TensorFlow; Cloud Computing; Model Deployment; Mentoring; Innovation; Machine Learning Algorithms; Model Development; Deployment; Leadership,12,Google Cloud Professional Machine Learning Engineer; AWS Certified Machine Learning – Specialty; TensorFlow Developer Certificate; Microsoft Certified: Azure AI Engineer Associate,Principle Engineer in Artificial Intelligence; Machine Learning Engineer; Artificial Intelligence / Machine Learning Sr.Leader; Machine learning Architect; Artificial Intelligence Researcher
job-253-product-manager,Product Manager,Product & Project Management,Lead / Manager,"Oversees product development from conception to launch. Responsibilities include defining product vision, gathering requirements, and coordinating cross-functional teams.",Product Management; Agile Methodologies; User Research; Roadmap Planning; Stakeholder Management; Communication; Product Strategy; Market Analysis; Requirements Gathering; Product Roadmap,10,Certified Scrum Product Owner (CSPO); Product Management Professional (PMP); PMI Agile Certified Practitioner (PMI-ACP),Technical Product Manager; Agile Project Manager; Requirements Manager; Web Project Manager; Project Manager
job-254-production-support-engineer,Production Support Engineer,IT Support & Operations,Mid Level,"Provides support for production systems to ensure uptime. Responsibilities include monitoring applications, troubleshooting issues, and performing root cause analysis.",Troubleshooting; Linux; Windows Server; Scripting; Networking; Databases; Monitoring; Automation; ITIL; Incident Management; System Monitoring; Technical Support,12,ITIL Foundation Certification; CompTIA A+; ITIL 4 Foundation; AWS Certified SysOps Administrator,IT Technician; Technology Assistant; IT Support Specialist; IT Apprentice; Help Desk Technician
job-255-program-manager,Program Manager,Product & Project Management,Lead / Manager,"Manages programs, ensuring they are completed on time and within budget.",Program Management; Planning; Execution; Communication,4,PMI Program Management Professional (PgMP); SAFe Program Consultant (SPC),Project Manager; Digital Program Manager; Web Project Manager; Requirements Manager; Product Manager
job-256-programmer,Programmer,Backend & Software Development,Mid Level,Writes code to develop software applications based on specifications provided by stakeholders. Collaborates with other developers on coding best practices.,Programming; Algorithms; Data Structures; Debugging; Software Development; Python; Java; C++,8,CompTIA IT Fundamentals+; Microsoft Certified: Azure Fundamentals; Oracle Certified Associate (OCA) in Java/Python; AWS Certified Developer - Associate,Computer Programmer; Entry Level Programmer; Coder; Python Developer; Full Stack Python Developer/Programmer/Engineer
job-257-programmer-analyst,Programmer Analyst,Backend & Software Development,Mid Level,"Analyzes business requirements to develop software solutions. Responsibilities include coding, testing, debugging, and providing technical support.",Programming; Data Analysis; Requirements Gathering; SQL; Data Modeling; Process Improvement,6,CompTIA IT Fundamentals+; Microsoft Certified: Azure Fundamentals; Oracle Certified Associate (OCA) in Java/Python; AWS Certified Developer - Associate,Python Developer; Ruby on Rails Developer; Programmer; Coder; Computer Programmer
job-258-project-manager,Project Manager,Product & Project Management,Lead / Manager,"Manages projects, ensuring they are completed on time and within budget.",Project Management; Planning; Execution; Communication,4,PMP (Project Management Professional); Certified ScrumMaster (CSM),Program Manager; Web Project Manager; Agile Project Manager; Requirements Manager; Digital Program Manager
job-259-prometheus-engineer,Prometheus Engineer,Cloud & DevOps Engineering,Mid Level,Implements Prometheus monitoring solutions to track application performance metrics. Responsible for configuring alerts/dashboards based on metrics collected.,Prometheus; Monitoring; Alerting; Metrics; Kubernetes; Docker; Cloud Computing,7,Certified Kubernetes Administrator (CKA); Grafana Cloud Monitoring Certification; Prometheus Certified Associate (PCA),Grafana Engineer; Datadog Engineer; New Relic Engineer; Istio Engineer; AppDynamics Engineer
job-260-puppet-engineer,Puppet Engineer,Cloud & DevOps Engineering,Mid Level,Utilizes Puppet for configuration management tasks across environments. Responsibilities include writing manifests/scripts to automate system configurations.,Puppet; Ruby; Automation; Configuration Management; Linux; Cloud Computing; AWS; Azure; Infrastructure as Code,9,Puppet Certified Professional; Red Hat Certified Specialist in Configuration Management; AWS Certified DevOps Engineer,Puppet Operations Engineer; Chef Operations Engineer; Packer Engineer; Senior Ansible Development Engineer; Ansible Automation Engineer
job-261-puppet-operations-engineer,Puppet Operations Engineer,Cloud & DevOps Engineering,Mid Level,Utilizes Puppet for configuration management tasks. Responsible for writing manifests/scripts to automate system configurations across environments.,Puppet; Ruby; Automation; Configuration Management; Linux; Cloud Computing; AWS; Azure; Infrastructure as Code,9,Puppet Certification; AWS Certified DevOps Engineer – Professional; ITIL 4 Foundation; AWS Certified SysOps Administrator,Puppet Engineer; Chef Operations Engineer; Packer Engineer; Senior Ansible Development Engineer; Ansible Automation Engineer
job-262-pytest-engineer,PyTest Engineer,QA & Testing,Mid Level,Uses PyTest framework to write unit tests for Python applications. Responsible for ensuring code quality through automated testing practices.,PyTest; Python; Testing; Unit Testing; Test Automation; CI/CD,6,ISTQB Certified Tester; Certified Python Developer (PCAP; PCPP); Selenium WebDriver with Python Certification,JUnit Engineer; Selenium Engineer; Coverage.py Engineer; QA Engineer; JaCoCO Engineer
job-263-python-architect,Python Architect,Backend & Software Development,Senior,"Designs and leads the development of Python-based systems, ensuring scalability and maintainability.",Python; System Architecture; Design Patterns; Cloud Computing,4,Offensive Security Certified Professional (OSCP); GIAC Penetration Tester (GPEN),Software Architect; Java Architect; Python Developer; Full Stack Python Developer/Programmer/Engineer; Programmer
job-264-python-developer,Python Developer,Backend & Software Development,Mid Level,"Develops software applications using Python programming language. Responsibilities include writing code, debugging issues, and collaborating with other developers.",Python; Django; Flask; REST APIs; SQL; Data Structures; Algorithms; Cloud Computing; Linux; Docker; Git; Web Frameworks (Django; Flask); Data Analysis; Scripting,15,Microsoft Certified: Python Programming; Google Professional Data Engineer; AWS Certified Developer - Associate; PCAP (Certified Associate in Python Programming); PCEP (Certified Entry-Level Python Programmer),Full Stack Python Developer/Programmer/Engineer; Java Developer; Ruby on Rails Developer; Programmer; Coder
job-265-qa-engineer,QA Engineer,QA & Testing,Mid Level,Implements testing strategies to ensure software quality through manual/automated testing methods while collaborating with development teams on quality standards.,Automation Testing; Selenium; JUnit; TestNG; CI/CD; Python; Git; Jenkins; Test Automation; Agile Testing; Performance Testing,11,ISTQB Foundation Level; Certified Software Quality Analyst (CSQA); Certified Software Test Engineer (CSTE),Selenium Engineer; PyTest Engineer; JUnit Engineer; Coverage.py Engineer; Quality Assurance Manager
job-266-quality-assurance-manager,Quality Assurance Manager,QA & Testing,Lead / Manager,"Manages quality assurance processes, ensuring software quality through testing and automation.",QA Processes; Test Automation; Test Planning; Team Leadership,4,ISTQB Advanced Level Test Manager; Certified Quality Engineer (CQE),Software Quality Assurance Analyst; PyTest Engineer; Selenium Engineer; JUnit Engineer; QA Engineer
